"Prologue_001_Wave1","TutorialMode","","Normal","Prologue_001","1","Environment_TutoBattle","Prologue_C024","1","Prologue_C591","1","Prologue_C024","1","","","","","","","","","","","",""
"AD_N_P3_002_009_Wave2","AdventureMode","","Normal","AD_N_P3_002_009","2","Environment_Adventure_Part3_NST2","CH10_F_C596_G1","48","","","","","CH10_M_C558_G1","48","CH10_M_C533_G1","48","","","CH10_B_C544_G1","48","","","",""
"AD_N_P3_002_010_Wave1","AdventureMode","","Normal","AD_N_P3_002_010","1","Environment_Adventure_Part3_NST2","CH10_F_C557_G1","48","CH10_F_C557_G1","48","","","CH10_M_C533_G1","48","","","","","CH10_B_C052_G1","48","","","",""
"AD_N_P3_002_010_Wave2","AdventureMode","","Normal","AD_N_P3_002_010","2","Environment_Adventure_Part3_NST2","CH10_F_C557_G1","48","CH10_F_C557_G1","48","","","CH10_M_C559_G1","48","","","","","CH10_B_C040_G1","48","","","",""
"AD_N_P3_002_011_Wave1","AdventureMode","","Normal","AD_N_P3_002_011","1","Environment_Adventure_Part3_NST2","CH10_F_C557_G1","48","CH10_F_C557_G1","48","","","CH10_M_C558_G1","48","","","","","CH10_B_C544_G1","48","","","",""
"AD_N_P3_002_011_Wave2","AdventureMode","","Normal","AD_N_P3_002_011","2","Environment_Adventure_Part3_NST2","CH10_F_C557_G1","48","CH10_F_C557_G1","48","","","CH10_M_C558_G1","48","CH10_M_C533_G1","48","","","","","","","",""
"AD_N_P3_002_012_Wave1","AdventureMode","","Normal","AD_N_P3_002_012","1","Environment_Adventure_Part3_NST2","CH10_F_C557_G1","49","CH10_F_C557_G1","49","","","CH10_M_C558_G1","49","","","","","CH10_B_C544_G1","49","","","",""
"AD_N_P3_002_012_Wave2","AdventureMode","","Normal","AD_N_P3_002_012","2","Environment_Adventure_Part3_NST2","CH10_F_C557_G1","49","CH10_F_C557_G1","49","CH10_F_C557_G1","49","CH10_M_C559_G1","49","","","","","","","","","",""
"AD_N_P3_002_013_Wave1","AdventureMode","","Normal","AD_N_P3_002_013","1","Environment_Adventure_Part3_NST2","CH10_F_C557_G1","49","CH10_F_C557_G1","49","","","CH10_M_C559_G1","49","","","","","CH10_B_C544_G1","49","CH10_B_C544_G1","49","",""
"AD_N_P3_002_013_Wave2","AdventureMode","","Normal","AD_N_P3_002_013","2","Environment_Adventure_Part3_NST2","CH10_F_C557_G1","49","CH10_F_C557_G1","49","","","CH10_M_C559_G1","49","CH10_M_C559_G1","49","","","CH10_B_C594_G1","49","","","",""
"AD_N_P3_002_014_Wave1","AdventureMode","","Normal","AD_N_P3_002_014","1","Environment_Adventure_Part3_NST2","CH10_F_C557_G1","49","CH10_F_C557_G1","49","","","CH10_M_C559_G1","49","","","","","CH10_B_C594_G1","49","CH10_B_C594_G1","49","",""
"AD_N_P3_002_014_Wave2","AdventureMode","","Normal","AD_N_P3_002_014","2","Environment_Adventure_Part3_NST2","CH10_F_C596_G1","49","CH10_F_C596_G1","49","","","CH10_M_C558_G1","49","CH10_M_C558_G1","49","CH10_M_C558_G1","49","","","","","",""
"AD_N_P3_002_015_Wave1","AdventureMode","","Normal","AD_N_P3_002_015","1","Environment_Adventure_Part3_NST2","CH10_F_C596_G1","50","","","","","CH10_M_C559_G1","50","","","","","CH10_B_C052_G1","50","CH10_B_C052_G1","50","",""
"AD_N_P3_002_015_Wave2","AdventureMode","","Normal","AD_N_P3_002_015","2","Environment_Adventure_Part3_NST2","CH10_F_C557_G1","50","","","","","CH10_M_C085_G2","50","","","","","CH10_B_C052_G1","50","CH10_B_C052_G1","50","",""
"AD_H_P3_002_001_Wave1","AdventureMode","","Normal","AD_H_P3_002_001","1","Environment_Adventure_Part3_HST2","CH10_F_C557_G1","51","","","","","CH10_M_C558_G1","51","","","","","CH10_B_C052_G1","51","","","",""
"AD_H_P3_002_001_Wave2","AdventureMode","","Normal","AD_H_P3_002_001","2","Environment_Adventure_Part3_HST2","CH10_F_C557_G1","51","","","","","CH10_M_C559_G1","51","","","","","CH10_B_C009_G1","51","","","",""
"AD_H_P3_002_002_Wave1","AdventureMode","","Normal","AD_H_P3_002_002","1","Environment_Adventure_Part3_HST2","CH10_F_C557_G1","53","CH10_F_C557_G1","53","","","CH10_M_C533_G1","53","","","","","CH10_B_C052_G1","53","","","",""
"AD_H_P3_002_002_Wave2","AdventureMode","","Normal","AD_H_P3_002_002","2","Environment_Adventure_Part3_HST2","CH10_F_C557_G1","53","CH10_F_C557_G1","53","","","CH10_M_C559_G1","53","","","","","CH10_B_C040_G1","53","","","",""
"AD_H_P3_002_003_Wave1","AdventureMode","","Normal","AD_H_P3_002_003","1","Environment_Adventure_Part3_HST2","CH10_F_C596_G1","55","","","","","CH10_M_C559_G1","55","","","","","CH10_B_C052_G1","55","CH10_B_C052_G1","55","",""
"AD_H_P3_002_003_Wave2","AdventureMode","","Normal","AD_H_P3_002_003","2","Environment_Adventure_Part3_HST2","CH10_F_C557_G1","55","","","","","CH10_M_C085_G2","55","","","","","CH10_B_C052_G1","55","CH10_B_C052_G1","55","",""
"AD_N_P3_003_001_Wave1","AdventureMode","","Normal","AD_N_P3_003_001","1","Environment_Adventure_Part3_NST3","CH11_F_C597_G1","50","","","","","CH11_M_C558_G1","50","","","","","CH11_B_C052_G1","50","","","",""
"AD_N_P3_003_001_Wave2","AdventureMode","","Normal","AD_N_P3_003_001","2","Environment_Adventure_Part3_NST3","CH11_F_C597_G1","50","","","","","CH11_M_C558_G1","50","","","","","CH11_B_C544_G1","50","","","",""
"AD_N_P3_003_002_Wave1","AdventureMode","","Normal","AD_N_P3_003_002","1","Environment_Adventure_Part3_NST3","CH11_F_C597_G1","50","","","","","CH11_M_C558_G1","50","","","","","CH11_B_C052_G1","50","","","",""
"AD_N_P3_003_002_Wave2","AdventureMode","","Normal","AD_N_P3_003_002","2","Environment_Adventure_Part3_NST3","CH11_F_C557_G1","50","","","","","CH11_M_C526_G1","50","","","","","CH11_B_C544_G1","50","","","",""
"AD_N_P3_003_003_Wave1","AdventureMode","","Normal","AD_N_P3_003_003","1","Environment_Adventure_Part3_NST3","CH11_F_C597_G1","51","","","","","CH11_M_C526_G1","51","","","","","CH11_B_C594_G1","51","","","",""
"AD_N_P3_003_003_Wave2","AdventureMode","","Normal","AD_N_P3_003_003","2","Environment_Adventure_Part3_NST3","CH11_F_C557_G1","51","","","","","CH11_M_C533_G1","51","","","","","CH11_B_C544_G1","51","","","",""
"AD_N_P3_003_004_Wave1","AdventureMode","","Normal","AD_N_P3_003_004","1","Environment_Adventure_Part3_NST3","CH11_F_C557_G1","51","","","","","CH11_M_C526_G1","51","","","","","CH11_B_C544_G1","51","","","",""
"AD_N_P3_003_004_Wave2","AdventureMode","","Normal","AD_N_P3_003_004","2","Environment_Adventure_Part3_NST3","CH11_F_C557_G1","51","CH11_F_C557_G1","51","","","CH11_M_C533_G1","51","","","","","","","","","",""
"AD_N_P3_003_005_Wave1","AdventureMode","","Normal","AD_N_P3_003_005","1","Environment_Adventure_Part3_NST3","CH11_F_C597_G1","51","","","","","CH11_M_C526_G1","51","","","","","CH11_B_C594_G1","51","","","",""
"AD_N_P3_003_005_Wave2","AdventureMode","","Normal","AD_N_P3_003_005","2","Environment_Adventure_Part3_NST3","CH11_F_C597_G1","51","","","","","CH11_B_C040_G1","51","","","","","CH11_B_C524_G1","51","","","",""
"AD_N_P3_003_006_Wave1","AdventureMode","","Normal","AD_N_P3_003_006","1","Environment_Adventure_Part3_NST3","CH11_F_C557_G1","51","","","","","CH11_M_C526_G1","51","","","","","CH11_B_C544_G1","51","","","",""
"AD_N_P3_003_006_Wave2","AdventureMode","","Normal","AD_N_P3_003_006","2","Environment_Adventure_Part3_NST3","CH11_F_C557_G1","51","","","","","CH11_M_C533_G1","51","","","","","CH11_B_C544_G1","51","","","",""
"AD_N_P3_003_007_Wave1","AdventureMode","","Normal","AD_N_P3_003_007","1","Environment_Adventure_Part3_NST3","CH11_F_C557_G1","52","","","","","CH11_M_C526_G1","52","","","","","CH11_B_C544_G1","52","","","",""
"AD_N_P3_003_007_Wave2","AdventureMode","","Normal","AD_N_P3_003_007","2","Environment_Adventure_Part3_NST3","CH11_F_C597_G1","52","CH11_F_C597_G1","52","","","CH11_M_C533_G1","52","","","","","CH11_B_C052_G1","52","","","",""
"AD_N_P3_003_008_Wave1","AdventureMode","","Normal","AD_N_P3_003_008","1","Environment_Adventure_Part3_NST3","CH11_F_C557_G1","52","","","","","CH11_M_C526_G1","52","","","","","CH11_B_C052_G1","52","","","",""
"AD_N_P3_003_008_Wave2","AdventureMode","","Normal","AD_N_P3_003_008","2","Environment_Adventure_Part3_NST3","CH11_F_C557_G1","52","CH11_F_C597_G1","52","","","CH11_M_C533_G1","52","","","","","CH11_B_C052_G1","52","","","",""
"AD_N_P3_003_009_Wave1","AdventureMode","","Normal","AD_N_P3_003_009","1","Environment_Adventure_Part3_NST3","CH11_F_C557_G1","52","","","","","CH11_M_C533_G1","52","","","","","CH11_B_C052_G1","52","","","",""
"AD_N_P3_003_009_Wave2","AdventureMode","","Normal","AD_N_P3_003_009","2","Environment_Adventure_Part3_NST3","CH11_F_C557_G1","52","CH11_F_C557_G1","52","","","CH11_M_C526_G1","52","","","","","CH11_B_C524_G1","52","","","",""
"AD_N_P3_003_010_Wave1","AdventureMode","","Normal","AD_N_P3_003_010","1","Environment_Adventure_Part3_NST3","CH11_F_C597_G1","52","CH11_F_C597_G1","52","","","CH11_M_C558_G1","52","","","","","CH11_B_C052_G1","52","","","",""
"AD_N_P3_003_010_Wave2","AdventureMode","","Normal","AD_N_P3_003_010","2","Environment_Adventure_Part3_NST3","CH11_F_C597_G1","52","CH11_F_C597_G1","52","","","CH11_M_C100_G1","52","","","","","CH11_B_C524_G1","52","","","",""
"AD_N_P3_003_011_Wave1","AdventureMode","","Normal","AD_N_P3_003_011","1","Environment_Adventure_Part3_NST3","CH11_F_C557_G1","53","CH11_F_C557_G1","53","","","CH11_M_C533_G1","53","","","","","CH11_B_C544_G1","53","","","",""
"AD_N_P3_003_011_Wave2","AdventureMode","","Normal","AD_N_P3_003_011","2","Environment_Adventure_Part3_NST3","CH11_F_C557_G1","53","CH11_F_C597_G1","52","CH11_F_C557_G1","53","CH11_M_C533_G1","53","","","","","","","","","",""
"AD_N_P3_003_012_Wave1","AdventureMode","","Normal","AD_N_P3_003_012","1","Environment_Adventure_Part3_NST3","CH11_F_C557_G1","53","CH11_F_C557_G1","53","","","CH11_M_C533_G1","53","","","","","CH11_B_C544_G1","53","","","",""
"AD_N_P3_003_012_Wave2","AdventureMode","","Normal","AD_N_P3_003_012","2","Environment_Adventure_Part3_NST3","CH11_F_C557_G1","53","CH11_F_C557_G1","53","","","CH11_M_C559_G1","53","","","","","CH11_B_C594_G1","53","","","",""
"AD_N_P3_003_013_Wave1","AdventureMode","","Normal","AD_N_P3_003_013","1","Environment_Adventure_Part3_NST3","CH11_F_C596_G1","53","","","","","CH11_M_C533_G1","53","","","","","CH11_B_C544_G1","53","CH11_B_C544_G1","53","CH11_B_C544_G1","53"
"AD_N_P3_003_013_Wave2","AdventureMode","","Normal","AD_N_P3_003_013","2","Environment_Adventure_Part3_NST3","CH11_F_C596_G1","53","CH11_F_C596_G1","53","","","CH11_M_C526_G1","53","CH11_M_C526_G1","53","CH11_M_C526_G1","53","","","","","",""
"AD_N_P3_003_014_Wave1","AdventureMode","","Normal","AD_N_P3_003_014","1","Environment_Adventure_Part3_NST3","CH11_F_C557_G1","53","CH11_F_C557_G1","53","","","CH11_M_C559_G1","53","","","","","CH11_B_C544_G1","53","CH11_B_C544_G1","53","",""
"AD_N_P3_003_014_Wave2","AdventureMode","","Normal","AD_N_P3_003_014","2","Environment_Adventure_Part3_NST3","CH11_F_C557_G1","53","CH11_F_C557_G1","53","","","CH11_M_C533_G1","53","","","","","CH11_B_C524_G1","53","CH11_B_C524_G1","53","",""
"AD_N_P3_003_015_Wave1","AdventureMode","","Normal","AD_N_P3_003_015","1","Environment_Adventure_Part3_NST3","CH11_F_C596_G1","54","CH11_F_C596_G1","54","","","CH11_M_C526_G1","54","","","","","CH11_B_C544_G1","54","CH11_B_C544_G1","54","",""
"AD_N_P3_003_015_Wave2","AdventureMode","","Normal","AD_N_P3_003_015","2","Environment_Adventure_Part3_NST3","CH11_F_C007_G2","54","","","","","CH11_M_C526_G1","54","","","","","CH11_B_C544_G1","54","CH11_B_C544_G1","54","",""
"AD_H_P3_003_001_Wave1","AdventureMode","","Normal","AD_H_P3_003_001","1","Environment_Adventure_Part3_HST3","CH11_F_C597_G1","55","","","","","CH11_M_C526_G1","55","","","","","CH11_B_C594_G1","55","","","",""
"AD_H_P3_003_001_Wave2","AdventureMode","","Normal","AD_H_P3_003_001","2","Environment_Adventure_Part3_HST3","CH11_F_C597_G1","55","","","","","CH11_B_C040_G1","55","","","","","CH11_B_C524_G1","55","","","",""
"AD_H_P3_003_002_Wave1","AdventureMode","","Normal","AD_H_P3_003_002","1","Environment_Adventure_Part3_HST3","CH11_F_C597_G1","56","CH11_F_C597_G1","56","","","CH11_M_C558_G1","56","","","","","CH11_B_C052_G1","56","","","",""
"AD_H_P3_003_002_Wave2","AdventureMode","","Normal","AD_H_P3_003_002","2","Environment_Adventure_Part3_HST3","CH11_F_C597_G1","56","CH11_F_C597_G1","56","","","CH11_M_C100_G1","56","","","","","CH11_B_C524_G1","56","","","",""
"AD_H_P3_003_003_Wave1","AdventureMode","","Normal","AD_H_P3_003_003","1","Environment_Adventure_Part3_HST3","CH11_F_C596_G1","58","CH11_F_C596_G1","58","","","CH11_M_C526_G1","58","","","","","CH11_B_C544_G1","58","CH11_B_C544_G1","58","",""
"AD_H_P3_003_003_Wave2","AdventureMode","","Normal","AD_H_P3_003_003","2","Environment_Adventure_Part3_HST3","CH11_F_C007_G2","58","","","","","CH11_M_C526_G1","58","","","","","CH11_B_C544_G1","58","CH11_B_C544_G1","58","",""
"AD_N_P3_004_001_Wave1","AdventureMode","","Normal","AD_N_P3_004_001","1","Environment_Adventure_Part3_NST4","CH12_F_C597_G1","54","","","","","CH12_M_C558_G1","54","","","","","CH12_B_C052_G1","54","","","",""
"AD_N_P3_004_001_Wave2","AdventureMode","","Normal","AD_N_P3_004_001","2","Environment_Adventure_Part3_NST4","CH12_F_C597_G1","54","","","","","CH12_M_C526_G1","54","","","","","CH12_B_C052_G1","54","","","",""
"AD_N_P3_004_002_Wave1","AdventureMode","","Normal","AD_N_P3_004_002","1","Environment_Adventure_Part3_NST4","CH12_F_C597_G1","54","","","","","CH12_M_C558_G1","54","","","","","CH12_B_C052_G1","54","","","",""
"AD_N_P3_004_002_Wave2","AdventureMode","","Normal","AD_N_P3_004_002","2","Environment_Adventure_Part3_NST4","CH12_F_C597_G1","54","","","","","CH12_M_C526_G1","54","","","","","CH12_B_C544_G1","54","","","",""
"AD_N_P3_004_003_Wave1","AdventureMode","","Normal","AD_N_P3_004_003","1","Environment_Adventure_Part3_NST4","CH12_F_C597_G1","54","","","","","CH12_M_C558_G1","54","","","","","CH12_B_C052_G1","54","","","",""
"AD_N_P3_004_003_Wave2","AdventureMode","","Normal","AD_N_P3_004_003","2","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","54","","","","","CH12_M_C533_G1","54","","","","","CH12_B_C544_G1","54","","","",""
"AD_N_P3_004_004_Wave1","AdventureMode","","Normal","AD_N_P3_004_004","1","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","55","","","","","CH12_M_C558_G1","55","","","","","CH12_B_C544_G1","55","","","",""
"AD_N_P3_004_004_Wave2","AdventureMode","","Normal","AD_N_P3_004_004","2","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","55","CH12_F_C557_G1","55","","","CH12_M_C533_G1","55","","","","","CH12_B_C544_G1","55","","","",""
"AD_N_P3_004_005_Wave1","AdventureMode","","Normal","AD_N_P3_004_005","1","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","55","","","","","CH12_M_C558_G1","55","","","","","CH12_B_C594_G1","55","","","",""
"AD_N_P3_004_005_Wave2","AdventureMode","","Normal","AD_N_P3_004_005","2","Environment_Adventure_Part3_NST4","CH12_F_C007_G1","55","","","","","CH12_M_C558_G1","55","","","","","CH12_B_C544_G1","55","","","",""
"AD_N_P3_004_006_Wave1","AdventureMode","","Normal","AD_N_P3_004_006","1","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","55","","","","","CH12_M_C558_G1","55","","","","","CH12_B_C052_G1","55","","","",""
"AD_N_P3_004_006_Wave2","AdventureMode","","Normal","AD_N_P3_004_006","2","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","55","","","","","CH12_M_C533_G1","55","","","","","CH12_B_C544_G1","55","","","",""
"AD_N_P3_004_007_Wave1","AdventureMode","","Normal","AD_N_P3_004_007","1","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","56","","","","","CH12_M_C558_G1","56","","","","","CH12_B_C594_G1","56","","","",""
"AD_N_P3_004_007_Wave2","AdventureMode","","Normal","AD_N_P3_004_007","2","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","56","","","","","CH12_M_C558_G1","56","CH12_M_C558_G1","56","","","CH12_B_C544_G1","56","","","",""
"AD_N_P3_004_008_Wave1","AdventureMode","","Normal","AD_N_P3_004_008","1","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","56","","","","","CH12_M_C558_G1","56","","","","","CH12_B_C544_G1","56","","","",""
"AD_N_P3_004_008_Wave2","AdventureMode","","Normal","AD_N_P3_004_008","2","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","56","","","","","CH12_M_C558_G1","56","","","","","CH12_B_C544_G1","56","CH12_B_C544_G1","56","",""
"AD_N_P3_004_009_Wave1","AdventureMode","","Normal","AD_N_P3_004_009","1","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","56","","","","","CH12_M_C526_G1","56","","","","","CH12_B_C544_G1","56","","","",""
"AD_N_P3_004_009_Wave2","AdventureMode","","Normal","AD_N_P3_004_009","2","Environment_Adventure_Part3_NST4","CH12_F_C596_G1","56","","","","","CH12_M_C558_G1","56","","","","","CH12_B_C544_G1","56","CH12_B_C544_G1","56","",""
"AD_N_P3_004_010_Wave1","AdventureMode","","Normal","AD_N_P3_004_010","1","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","56","CH12_F_C557_G1","56","","","CH12_M_C558_G1","56","","","","","CH12_B_C052_G1","56","","","",""
"AD_N_P3_004_010_Wave2","AdventureMode","","Normal","AD_N_P3_004_010","2","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","56","","","","","CH12_M_C526_G1","56","CH12_M_C085_G1","56","","","CH12_B_C524_G1","56","","","",""
"AD_N_P3_004_011_Wave1","AdventureMode","","Normal","AD_N_P3_004_011","1","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","57","CH12_F_C557_G1","57","","","CH12_M_C526_G1","57","CH12_M_C526_G1","57","","","","","","","",""
"AD_N_P3_004_011_Wave2","AdventureMode","","Normal","AD_N_P3_004_011","2","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","57","","","","","CH12_M_C526_G1","57","CH12_M_C526_G1","57","","","CH12_B_C544_G1","57","","","",""
"AD_N_P3_004_012_Wave1","AdventureMode","","Normal","AD_N_P3_004_012","1","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","57","CH12_F_C557_G1","57","","","CH12_M_C533_G1","57","","","","","CH12_B_C544_G1","57","","","",""
"AD_N_P3_004_012_Wave2","AdventureMode","","Normal","AD_N_P3_004_012","2","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","57","CH12_F_C557_G1","57","","","CH12_M_C533_G1","57","","","","","CH12_B_C524_G1","57","","","",""
"AD_N_P3_004_013_Wave1","AdventureMode","","Normal","AD_N_P3_004_013","1","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","57","CH12_F_C557_G1","57","CH12_F_C557_G1","57","CH12_M_C533_G1","57","","","","","CH12_B_C524_G1","57","","","",""
"AD_N_P3_004_013_Wave2","AdventureMode","","Normal","AD_N_P3_004_013","2","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","57","CH12_F_C557_G1","57","CH12_F_C557_G1","57","CH12_M_C559_G1","57","CH12_M_C559_G1","57","","","","","","","",""
"AD_N_P3_004_014_Wave1","AdventureMode","","Normal","AD_N_P3_004_014","1","Environment_Adventure_Part3_NST4","CH12_F_C596_G1","57","CH12_F_C557_G1","57","","","CH12_M_C558_G1","57","CH12_M_C558_G1","57","","","CH12_B_C544_G1","57","","","",""
"AD_N_P3_004_014_Wave2","AdventureMode","","Normal","AD_N_P3_004_014","2","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","57","CH12_F_C557_G1","57","","","CH12_M_C558_G1","57","","","","","CH12_B_C524_G1","57","CH12_B_C524_G1","57","",""
"AD_N_P3_004_015_Wave1","AdventureMode","","Normal","AD_N_P3_004_015","1","Environment_Adventure_Part3_NST4","CH12_F_C557_G1","58","","","","","CH12_M_C559_G1","58","CH12_M_C559_G1","58","","","CH12_B_C524_G1","58","","","",""
"AD_N_P3_004_015_Wave2","AdventureMode","","Normal","AD_N_P3_004_015","2","Environment_Adventure_Part3_NST4","CH12_F_C022_G2","58","","","","","CH12_M_C533_G1","58","","","","","CH12_B_C594_G1","58","CH12_B_C594_G1","58","",""
"AD_H_P3_004_001_Wave1","AdventureMode","","Normal","AD_H_P3_004_001","1","Environment_Adventure_Part3_HST4","CH12_F_C557_G1","59","","","","","CH12_M_C558_G1","59","","","","","CH12_B_C594_G1","59","","","",""
"AD_H_P3_004_001_Wave2","AdventureMode","","Normal","AD_H_P3_004_001","2","Environment_Adventure_Part3_HST4","CH12_F_C007_G1","59","","","","","CH12_M_C558_G1","59","","","","","CH12_B_C544_G1","59","","","",""
"AD_H_P3_004_002_Wave1","AdventureMode","","Normal","AD_H_P3_004_002","1","Environment_Adventure_Part3_HST4","CH12_F_C557_G1","60","CH12_F_C557_G1","60","","","CH12_M_C558_G1","60","","","","","CH12_B_C052_G1","60","","","",""
"AD_H_P3_004_002_Wave2","AdventureMode","","Normal","AD_H_P3_004_002","2","Environment_Adventure_Part3_HST4","CH12_F_C557_G1","60","","","","","CH12_M_C526_G1","60","CH12_M_C085_G1","60","","","CH12_B_C524_G1","60","","","",""
"AD_H_P3_004_003_Wave1","AdventureMode","","Normal","AD_H_P3_004_003","1","Environment_Adventure_Part3_HST4","CH12_F_C007_G1","62","","","","","CH12_M_C559_G1","62","CH12_M_C559_G1","62","","","CH12_B_C524_G1","62","","","",""
"AD_H_P3_004_003_Wave2","AdventureMode","","Normal","AD_H_P3_004_003","2","Environment_Adventure_Part3_HST4","CH12_F_C022_G2","62","","","","","CH12_M_C533_G1","62","","","","","CH12_B_C594_G1","62","CH12_B_C594_G1","62","",""
"AD_N_P4_001_001_Wave1","AdventureMode","","Normal","AD_N_P4_001_001","1","Environment_Adventure_Part4_NST1","CH13_F_C045_G1","58","","","","","CH13_M_C539_G1","58","","","","","CH13_B_C543_G1","58","","","",""
"AD_N_P4_001_001_Wave2","AdventureMode","","Normal","AD_N_P4_001_001","2","Environment_Adventure_Part4_NST1","CH13_F_C045_G1","58","","","","","CH13_M_C539_G1","58","","","","","CH13_B_C544_G1","58","","","",""
"AD_N_P4_001_002_Wave1","AdventureMode","","Normal","AD_N_P4_001_002","1","Environment_Adventure_Part4_NST1","CH13_F_C045_G1","58","","","","","CH13_M_C539_G1","58","","","","","CH13_B_C543_G1","58","","","",""
