id	pos	type	roleId	attAddTypeId	attAddNum	exId	addBuffId	star	exBuffId	exStar	icon	groupId	costItem	costNum	status
10101122	22	1	101011	301;201	3593;120						88:talent_ico_710003	1	300022;300003	4800;48000	1
10101123	23	1	101011	201;101	120;240						88:talent_ico_710003	1	300022;300003	4800;48000	1
10101124	24	2	101011	201;101;301;2101	180;359;5389;0.04						88:talent_ico_710003	1	417200;300022;300003	16;7200;72000	1
10101125	25	1	101011	301;201	3593;120						88:talent_ico_710003	1	300022;300003	4800;48000	1
10101126	26	1	101011	201;101	120;240						88:talent_ico_710003	1	300022;300003	4800;48000	1
10101127	27	1	101011	101;301	240;3593						88:talent_ico_710003	1	300022;300003	4800;48000	1
10101128	28	3	101011			10101120	94101011	1	93101011	1	88:talent_ico_82101011	1	417300;300022;300003	16;12000;120000	1
10200201	1	1	102002	101;201	85;50						88:talent_ico_710001	1	300022;300003	1200;12000	1
10200202	2	1	102002	201;301	50;1138						88:talent_ico_710001	1	300022;300003	1500;15000	1
10200203	3	1	102002	301;101	1138;85						88:talent_ico_710001	1	300022;300003	1500;15000	1
10200204	4	2	102002	101;201;301;903	171;100;1138;0.08						88:talent_ico_710001	1	417100;300022;300003	12;3000;30000	1
10200205	5	1	102002	101;201	142;83						88:talent_ico_710002	1	300022;300003	1800;18000	1
10200206	6	1	102002	201;301	83;1896						88:talent_ico_710002	1	300022;300003	2400;24000	1
10200207	7	1	102002	301;101	1896;142						88:talent_ico_710002	1	300022;300003	2400;24000	1
10200208	8	2	102002	101;201;301;1502	284;166;1896;-0.06						88:talent_ico_710002	1	417100;300022;300003	18;3600;36000	1
10200209	9	1	102002	201;301	83;1896						88:talent_ico_710002	1	300022;300003	2400;24000	1
10200210	10	1	102002	301;101	1896;142						88:talent_ico_710002	1	300022;300003	2400;24000	1
10200211	11	1	102002	101;201	142;83						88:talent_ico_710002	1	300022;300003	1800;18000	1
10200212	12	3	102002				91102002	1			88:talent_ico_71102002	1	417200;300022;300003	12;5400;54000	1
10200213	13	1	102002	101;201	228;133						88:talent_ico_710003	1	300022;300003	3600;36000	1
10200214	14	1	102002	201;301	133;3034						88:talent_ico_710003	1	300022;300003	3600;36000	1
10200215	15	1	102002	301;101	3034;228						88:talent_ico_710003	1	300022;300003	3600;36000	1
10200216	16	3	102002			10200212	92102002	1	91102002	1	88:talent_ico_72102002	1	417300;300022;300003	12;9000;90000	1
10200217	17	1	102002	301;101	1896;142						88:talent_ico_710002	1	300022;300003	2400;24000	1
10200218	18	1	102002	101;201	142;83						88:talent_ico_710002	1	300022;300003	1800;18000	1
10200219	19	1	102002	201;301	83;1896						88:talent_ico_710002	1	300022;300003	2400;24000	1
10200220	20	3	102002				93001	1			88:talent_ico_81102002	1	417200;300022;300003	12;5400;54000	1
10200221	21	1	102002	201;301	133;3034						88:talent_ico_710003	1	300022;300003	3600;36000	1
10200222	22	1	102002	301;101	3034;228						88:talent_ico_710003	1	300022;300003	3600;36000	1
10200223	23	1	102002	101;201	228;133						88:talent_ico_710003	1	300022;300003	3600;36000	1
10200224	24	2	102002	101;201;301;2502	341;199;2275;0.04						88:talent_ico_710003	1	417200;300022;300003	12;5400;54000	1
10200225	25	1	102002	301;101	3034;228						88:talent_ico_710003	1	300022;300003	3600;36000	1
10200226	26	1	102002	101;201	228;133						88:talent_ico_710003	1	300022;300003	3600;36000	1
10200227	27	1	102002	201;301	133;3034						88:talent_ico_710003	1	300022;300003	3600;36000	1
10200228	28	3	102002			10200220	93002	1	93001	1	88:talent_ico_82102002	1	417300;300022;300003	12;9000;90000	1
10201101	1	1	102011	201;101	47;94						88:talent_ico_710001	1	300022;300003	2000;20000	1
10201102	2	1	102011	101;301	94;1415						88:talent_ico_710001	1	300022;300003	2500;25000	1
10201103	3	1	102011	301;201	1415;47						88:talent_ico_710001	1	300022;300003	2500;25000	1
10201104	4	2	102011	201;101;301;2101	94;189;2830;0.02						88:talent_ico_710001	1	417100;300022;300003	20;5000;50000	1
10201105	5	1	102011	201;101	79;157						88:talent_ico_710002	1	300022;300003	3000;30000	1
10201106	6	1	102011	101;301	157;2358						88:talent_ico_710002	1	300022;300003	4000;40000	1
10201107	7	1	102011	301;201	2358;79						88:talent_ico_710002	1	300022;300003	4000;40000	1
10201108	8	2	102011	201;101;301;2502	157;314;4716;0.04						88:talent_ico_710002	1	417100;300022;300003	30;6000;60000	1
10201109	9	1	102011	101;301	157;2358						88:talent_ico_710002	1	300022;300003	4000;40000	1
10201110	10	1	102011	301;201	2358;79						88:talent_ico_710002	1	300022;300003	4000;40000	1
10201111	11	1	102011	201;101	79;157						88:talent_ico_710002	1	300022;300003	3000;30000	1
10201112	12	3	102011				91102011	1			88:talent_ico_71102011	1	417200;300022;300003	20;9000;90000	1
10201113	13	1	102011	201;101	126;252						88:talent_ico_710003	1	300022;300003	6000;60000	1
10201114	14	1	102011	101;301	252;3773						88:talent_ico_710003	1	300022;300003	6000;60000	1
10201115	15	1	102011	301;201	3773;126						88:talent_ico_710003	1	300022;300003	6000;60000	1
10201116	16	3	102011			10201112	92102011	1	91102011	1	88:talent_ico_72102011	1	417300;300022;300003	20;15000;150000	1
10201117	17	1	102011	301;201	2358;79						88:talent_ico_710002	1	300022;300003	4000;40000	1
10201118	18	1	102011	201;101	79;157						88:talent_ico_710002	1	300022;300003	3000;30000	1
10201119	19	1	102011	101;301	157;2358						88:talent_ico_710002	1	300022;300003	4000;40000	1
10201120	20	3	102011				95102011	1			88:talent_ico_81102011	1	417200;300022;300003	20;9000;90000	1
10201121	21	1	102011	101;301	252;3773						88:talent_ico_710003	1	300022;300003	6000;60000	1
10201122	22	1	102011	301;201	3773;126						88:talent_ico_710003	1	300022;300003	6000;60000	1
10201123	23	1	102011	201;101	126;252						88:talent_ico_710003	1	300022;300003	6000;60000	1
10201124	24	2	102011	201;101;301;2101	189;377;5659;0.04						88:talent_ico_710003	1	417200;300022;300003	20;9000;90000	1
10201125	25	1	102011	301;201	3773;126						88:talent_ico_710003	1	300022;300003	6000;60000	1
10201126	26	1	102011	201;101	126;252						88:talent_ico_710003	1	300022;300003	6000;60000	1
10201127	27	1	102011	101;301	252;3773						88:talent_ico_710003	1	300022;300003	6000;60000	1
10201128	28	3	102011			10201120	96102011	1	95102011	1	88:talent_ico_82102011	1	417300;300022;300003	20;15000;150000	1
10201301	1	1	102013	201;301	44;943						88:talent_ico_740001	1	300022;300003	2000;20000	1
10201302	2	1	102013	301;101	943;126						88:talent_ico_740001	1	300022;300003	2500;25000	1
10201303	3	1	102013	101;201	126;44						88:talent_ico_740001	1	300022;300003	2500;25000	1
10201304	4	2	102013	201;301;101;2101	88;1886;252;0.03						88:talent_ico_740001	1	417100;300022;300003	20;5000;50000	1
10201305	5	1	102013	201;301	73;1572						88:talent_ico_740002	1	300022;300003	3000;30000	1
10201306	6	1	102013	301;101	1572;210						88:talent_ico_740002	1	300022;300003	4000;40000	1
10201307	7	1	102013	101;201	210;73						88:talent_ico_740002	1	300022;300003	4000;40000	1
10201308	8	2	102013	201;301;101;2101	147;3144;419;0.05						88:talent_ico_740002	1	417100;300022;300003	30;6000;60000	1
10201309	9	1	102013	301;101	1572;210						88:talent_ico_740002	1	300022;300003	4000;40000	1
10201310	10	1	102013	101;201	210;73						88:talent_ico_740002	1	300022;300003	4000;40000	1
10201311	11	1	102013	201;301	73;1572						88:talent_ico_740002	1	300022;300003	3000;30000	1
10201312	12	3	102013				91009	1			88:talent_ico_71102013	1	417200;300022;300003	20;9000;90000	1
10201313	13	1	102013	201;301	117;2515						88:talent_ico_740003	1	300022;300003	6000;60000	1
10201314	14	1	102013	301;101	2515;335						88:talent_ico_740003	1	300022;300003	6000;60000	1
10201315	15	1	102013	101;201	335;117						88:talent_ico_740003	1	300022;300003	6000;60000	1
10201316	16	3	102013			10201312	92009	1	91009	1	88:talent_ico_72102013	1	417300;300022;300003	20;15000;150000	1
10201317	17	1	102013	101;201	210;73						88:talent_ico_740002	1	300022;300003	4000;40000	1
10201318	18	1	102013	201;301	73;1572						88:talent_ico_740002	1	300022;300003	3000;30000	1
10201319	19	1	102013	301;101	1572;210						88:talent_ico_740002	1	300022;300003	4000;40000	1
10201320	20	3	102013				91016	1			88:talent_ico_81102013	1	417200;300022;300003	20;9000;90000	1
10201321	21	1	102013	301;101	2515;335						88:talent_ico_740003	1	300022;300003	6000;60000	1
10201322	22	1	102013	101;201	335;117						88:talent_ico_740003	1	300022;300003	6000;60000	1
10201323	23	1	102013	201;301	117;2515						88:talent_ico_740003	1	300022;300003	6000;60000	1
10201324	24	2	102013	201;301;101;2101	176;3773;503;0.07						88:talent_ico_740003	1	417200;300022;300003	20;9000;90000	1
10201325	25	1	102013	101;201	335;117						88:talent_ico_740003	1	300022;300003	6000;60000	1
10201326	26	1	102013	201;301	117;2515						88:talent_ico_740003	1	300022;300003	6000;60000	1
10201327	27	1	102013	301;101	2515;335						88:talent_ico_740003	1	300022;300003	6000;60000	1
10201328	28	3	102013			10201320	92016	1	91016	1	88:talent_ico_82102013	1	417300;300022;300003	20;15000;150000	1
10400301	1	1	104003	301;201	928;46						88:talent_ico_720001	1	300022;300003	1600;16000	1
10400302	2	1	104003	201;101	46;108						88:talent_ico_720001	1	300022;300003	2000;20000	1
10400303	3	1	104003	101;301	108;928						88:talent_ico_720001	1	300022;300003	2000;20000	1
10400304	4	2	104003	301;201;101;703	1856;93;108;0.03						88:talent_ico_720001	1	417100;300022;300003	16;4000;40000	1
10400305	5	1	104003	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10400306	6	1	104003	201;101	77;180						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400307	7	1	104003	101;301	180;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400308	8	2	104003	301;201;101;703	3094;155;180;0.05						88:talent_ico_720002	1	417100;300022;300003	24;4800;48000	1
10400309	9	1	104003	201;101	77;180						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400310	10	1	104003	101;301	180;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400311	11	1	104003	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10400312	12	3	104003				91015	1			88:talent_ico_71104003	1	417200;300022;300003	16;7200;72000	1
10400313	13	1	104003	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400314	14	1	104003	201;101	124;287						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400315	15	1	104003	101;301	287;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400316	16	3	104003			10400312	92015	1	91015	1	88:talent_ico_72104003	1	417300;300022;300003	16;12000;120000	1
10400317	17	1	104003	101;301	180;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400318	18	1	104003	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10400319	19	1	104003	201;101	77;180						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400320	20	3	104003				91019	1			88:talent_ico_81104003	1	417200;300022;300003	16;7200;72000	1
10400321	21	1	104003	201;101	124;287						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400322	22	1	104003	101;301	287;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400323	23	1	104003	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400324	24	2	104003	301;201;101;703	3713;186;216;0.08						88:talent_ico_720003	1	417200;300022;300003	16;7200;72000	1
10400325	25	1	104003	101;301	287;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400326	26	1	104003	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400327	27	1	104003	201;101	124;287						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400328	28	3	104003			10400320	92019	1	91019	1	88:talent_ico_82104003	1	417300;300022;300003	16;12000;120000	1
10400401	1	1	104004	301;201	817;47						88:talent_ico_730001	1	300022;300003	2000;20000	1
10400402	2	1	104004	201;101	47;132						88:talent_ico_730001	1	300022;300003	2500;25000	1
10400403	3	1	104004	101;301	132;817						88:talent_ico_730001	1	300022;300003	2500;25000	1
10400404	4	2	104004	301;201;101;703	1635;94;132;0.03						88:talent_ico_730001	1	417100;300022;300003	20;5000;50000	1
10400405	5	1	104004	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10400406	6	1	104004	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10400407	7	1	104004	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10400408	8	2	104004	301;201;101;703	2725;157;220;0.05						88:talent_ico_730002	1	417100;300022;300003	30;6000;60000	1
10400409	9	1	104004	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10400410	10	1	104004	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10400411	11	1	104004	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10400412	12	3	104004				91021	1			88:talent_ico_71104004	1	417200;300022;300003	20;9000;90000	1
10400413	13	1	104004	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400414	14	1	104004	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400415	15	1	104004	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400416	16	3	104004			10400412	92021	1	91021	1	88:talent_ico_72104004	1	417300;300022;300003	20;15000;150000	1
10400417	17	1	104004	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10400418	18	1	104004	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10400419	19	1	104004	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10400420	20	3	104004				91022	1			88:talent_ico_81104004	1	417200;300022;300003	20;9000;90000	1
10400421	21	1	104004	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400422	22	1	104004	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400423	23	1	104004	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400424	24	2	104004	301;201;101;703	3270;189;264;0.08						88:talent_ico_730003	1	417200;300022;300003	20;9000;90000	1
10400425	25	1	104004	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400426	26	1	104004	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400427	27	1	104004	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400428	28	3	104004			10400420	92022	1	91022	1	88:talent_ico_82104004	1	417300;300022;300003	20;15000;150000	1
10300501	1	1	103005	301;201	817;47						88:talent_ico_730001	1	300022;300003	2000;20000	1
10300502	2	1	103005	201;101	47;132						88:talent_ico_730001	1	300022;300003	2500;25000	1
10300503	3	1	103005	101;301	132;817						88:talent_ico_730001	1	300022;300003	2500;25000	1
10300504	4	2	103005	301;201;101;603	1635;94;132;0.02						88:talent_ico_730001	1	417100;300022;300003	20;5000;50000	1
10300505	5	1	103005	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10300506	6	1	103005	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10300507	7	1	103005	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10300508	8	2	103005	301;201;101;603	2725;157;220;0.03						88:talent_ico_730002	1	417100;300022;300003	30;6000;60000	1
10300509	9	1	103005	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10300510	10	1	103005	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10300511	11	1	103005	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10300512	12	3	103005				91015	1			88:talent_ico_71103005	1	417200;300022;300003	20;9000;90000	1
10300513	13	1	103005	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10300514	14	1	103005	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10300515	15	1	103005	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10300516	16	3	103005			10300512	92015	1	91015	1	88:talent_ico_72103005	1	417300;300022;300003	20;15000;150000	1
10300517	17	1	103005	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10300518	18	1	103005	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10300519	19	1	103005	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10300520	20	3	103005				93001	1			88:talent_ico_81103005	1	417200;300022;300003	20;9000;90000	1
10300521	21	1	103005	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10300522	22	1	103005	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10300523	23	1	103005	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10300524	24	2	103005	301;201;101;603	3270;189;264;0.03						88:talent_ico_730003	1	417200;300022;300003	20;9000;90000	1
10300525	25	1	103005	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10300526	26	1	103005	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10300527	27	1	103005	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10300528	28	3	103005			10300520	93002	1	93001	1	88:talent_ico_82103005	1	417300;300022;300003	20;15000;150000	1
10101201	1	1	101012	301;201	975;49						88:talent_ico_720001	1	300022;300003	2000;20000	1
10101202	2	1	101012	201;101	49;113						88:talent_ico_720001	1	300022;300003	2500;25000	1
10101203	3	1	101012	101;301	113;975						88:talent_ico_720001	1	300022;300003	2500;25000	1
10101204	4	2	101012	301;201;101;703	1949;97;113;0.03						88:talent_ico_720001	1	417100;300022;300003	20;5000;50000	1
10101205	5	1	101012	301;201	1624;81						88:talent_ico_720002	1	300022;300003	3000;30000	1
10101206	6	1	101012	201;101	81;189						88:talent_ico_720002	1	300022;300003	4000;40000	1
10101207	7	1	101012	101;301	189;1624						88:talent_ico_720002	1	300022;300003	4000;40000	1
10101208	8	2	101012	301;201;101;703	3249;162;189;0.05						88:talent_ico_720002	1	417100;300022;300003	30;6000;60000	1
10101209	9	1	101012	201;101	81;189						88:talent_ico_720002	1	300022;300003	4000;40000	1
