Id,ZChinese,Chinese,English,Japanese,TChinese,Korean
item_name_612022,上古之战Ⅱ,上古之战Ⅱ,Ancient War II,太古の戦Ⅱ,上古之戰Ⅱ,
item_name_612023,上古之战Ⅲ,上古之战Ⅲ,Ancient War III,太古の戦Ⅲ,上古之戰Ⅲ,
item_name_612024,上古之战Ⅳ,上古之战Ⅳ,Ancient War IV,太古の戦Ⅳ,上古之戰Ⅳ,
item_name_612025,上古之战Ⅴ,上古之战Ⅴ,Ancient War V,太古の戦Ⅴ,上古之戰Ⅴ,
item_name_612026,上古之战Ⅵ,上古之战Ⅵ,Ancient War VI,太古の戦Ⅵ,上古之戰Ⅵ,
item_name_612031,战争传奇Ⅰ,战争传奇Ⅰ,War Legend I,伝説の戦Ⅰ,戰爭傳奇Ⅰ,
item_name_612032,战争传奇Ⅱ,战争传奇Ⅱ,War Legend II,伝説の戦Ⅱ,戰爭傳奇Ⅱ,
item_name_612033,战争传奇Ⅲ,战争传奇Ⅲ,War Legend III,伝説の戦Ⅲ,戰爭傳奇Ⅲ,
item_name_612034,战争传奇Ⅳ,战争传奇Ⅳ,War Legend IV,伝説の戦Ⅳ,戰爭傳奇Ⅳ,
item_name_612035,战争传奇Ⅴ,战争传奇Ⅴ,War Legend V,伝説の戦Ⅴ,戰爭傳奇Ⅴ,
item_name_612036,战争传奇Ⅵ,战争传奇Ⅵ,War Legend VI,伝説の戦Ⅵ,戰爭傳奇Ⅵ,
item_name_612041,努海尔航行Ⅰ,努海尔航行Ⅰ,Nuheillu Voyage I,ヌーハ航行Ⅰ,努海爾航行Ⅰ,
item_name_612042,努海尔航行Ⅱ,努海尔航行Ⅱ,Nuheillu Voyage II,ヌーハ航行Ⅱ,努海爾航行Ⅱ,
item_name_612043,努海尔航行Ⅲ,努海尔航行Ⅲ,Nuheillu Voyage III,ヌーハ航行Ⅲ,努海爾航行Ⅲ,
item_name_612044,努海尔航行Ⅳ,努海尔航行Ⅳ,Nuheillu Voyage IV,ヌーハ航行Ⅳ,努海爾航行Ⅳ,
item_name_612045,努海尔航行Ⅴ,努海尔航行Ⅴ,Nuheillu Voyage V,ヌーハ航行Ⅴ,努海爾航行Ⅴ,
item_name_612046,努海尔航行Ⅵ,努海尔航行Ⅵ,Nuheillu Voyage VI,ヌーハ航行Ⅵ,努海爾航行Ⅵ,
item_name_613011,天界光辉Ⅰ,天界光辉Ⅰ,Heavenly Radiance I,天の光Ⅰ,天界光輝Ⅰ,
item_name_613012,天界光辉Ⅱ,天界光辉Ⅱ,Heavenly Radiance II,天の光Ⅱ,天界光輝Ⅱ,
item_name_613013,天界光辉Ⅲ,天界光辉Ⅲ,Heavenly Radiance III,天の光Ⅲ,天界光輝Ⅲ,
item_name_613014,天界光辉Ⅳ,天界光辉Ⅳ,Heavenly Radiance IV,天の光Ⅳ,天界光輝Ⅳ,
item_name_613015,天界光辉Ⅴ,天界光辉Ⅴ,Heavenly Radiance V,天の光Ⅴ,天界光輝Ⅴ,
item_name_613016,天界光辉Ⅵ,天界光辉Ⅵ,Heavenly Radiance VI,天の光Ⅵ,天界光輝Ⅵ,
item_name_613021,上古之战Ⅰ,上古之战Ⅰ,Ancient War I,太古の戦Ⅰ,上古之戰Ⅰ,
item_name_613022,上古之战Ⅱ,上古之战Ⅱ,Ancient War II,太古の戦Ⅱ,上古之戰Ⅱ,
item_name_613023,上古之战Ⅲ,上古之战Ⅲ,Ancient War III,太古の戦Ⅲ,上古之戰Ⅲ,
item_name_613024,上古之战Ⅳ,上古之战Ⅳ,Ancient War IV,太古の戦Ⅳ,上古之戰Ⅳ,
item_name_613025,上古之战Ⅴ,上古之战Ⅴ,Ancient War V,太古の戦Ⅴ,上古之戰Ⅴ,
item_name_613026,上古之战Ⅵ,上古之战Ⅵ,Ancient War VI,太古の戦Ⅵ,上古之戰Ⅵ,
item_name_613031,战争传奇Ⅰ,战争传奇Ⅰ,War Legend I,伝説の戦Ⅰ,戰爭傳奇Ⅰ,
item_name_613032,战争传奇Ⅱ,战争传奇Ⅱ,War Legend II,伝説の戦Ⅱ,戰爭傳奇Ⅱ,
item_name_613033,战争传奇Ⅲ,战争传奇Ⅲ,War Legend III,伝説の戦Ⅲ,戰爭傳奇Ⅲ,
item_name_613034,战争传奇Ⅳ,战争传奇Ⅳ,War Legend IV,伝説の戦Ⅳ,戰爭傳奇Ⅳ,
item_name_613035,战争传奇Ⅴ,战争传奇Ⅴ,War Legend V,伝説の戦Ⅴ,戰爭傳奇Ⅴ,
item_name_613036,战争传奇Ⅵ,战争传奇Ⅵ,War Legend VI,伝説の戦Ⅵ,戰爭傳奇Ⅵ,
item_name_613041,努海尔航行Ⅰ,努海尔航行Ⅰ,Nuheillu Voyage I,ヌーハ航行Ⅰ,努海爾航行Ⅰ,
item_name_613042,努海尔航行Ⅱ,努海尔航行Ⅱ,Nuheillu Voyage II,ヌーハ航行Ⅱ,努海爾航行Ⅱ,
item_name_613043,努海尔航行Ⅲ,努海尔航行Ⅲ,Nuheillu Voyage III,ヌーハ航行Ⅲ,努海爾航行Ⅲ,
item_name_613044,努海尔航行Ⅳ,努海尔航行Ⅳ,Nuheillu Voyage IV,ヌーハ航行Ⅳ,努海爾航行Ⅳ,
item_name_613045,努海尔航行Ⅴ,努海尔航行Ⅴ,Nuheillu Voyage V,ヌーハ航行Ⅴ,努海爾航行Ⅴ,
item_name_613046,努海尔航行Ⅵ,努海尔航行Ⅵ,Nuheillu Voyage VI,ヌーハ航行Ⅵ,努海爾航行Ⅵ,
item_name_621031,萨拉的审判Ⅰ,萨拉的审判Ⅰ,Sarah's Judgment I,サラの審判Ⅰ,薩拉的審判Ⅰ,
item_name_621032,萨拉的审判Ⅱ,萨拉的审判Ⅱ,Sarah's Judgment II,サラの審判Ⅱ,薩拉的審判Ⅱ,
item_name_621033,萨拉的审判Ⅲ,萨拉的审判Ⅲ,Sarah's Judgment III,サラの審判Ⅲ,薩拉的審判Ⅲ,
item_name_621034,萨拉的审判Ⅳ,萨拉的审判Ⅳ,Sarah's Judgment IV,サラの審判Ⅳ,薩拉的審判Ⅳ,
item_name_621035,萨拉的审判Ⅴ,萨拉的审判Ⅴ,Sarah's Judgment V,サラの審判Ⅴ,薩拉的審判Ⅴ,
item_name_621036,萨拉的审判Ⅵ,萨拉的审判Ⅵ,Sarah's Judgment VI,サラの審判Ⅵ,薩拉的審判Ⅵ,
item_name_621061,帕尔斯坚毅Ⅰ,帕尔斯坚毅Ⅰ,Parthen Perseverance I,不屈のパルスⅠ,帕爾斯堅毅Ⅰ,
item_name_621062,帕尔斯坚毅Ⅱ,帕尔斯坚毅Ⅱ,Parthen Perseverance II,不屈のパルスⅡ,帕爾斯堅毅Ⅱ,
item_name_621063,帕尔斯坚毅Ⅲ,帕尔斯坚毅Ⅲ,Parthen Perseverance III,不屈のパルスⅢ,帕爾斯堅毅Ⅲ,
item_name_621064,帕尔斯坚毅Ⅳ,帕尔斯坚毅Ⅳ,Parthen Perseverance IV,不屈のパルスⅣ,帕爾斯堅毅Ⅳ,
item_name_621065,帕尔斯坚毅Ⅴ,帕尔斯坚毅Ⅴ,Parthen Perseverance V,不屈のパルスⅤ,帕爾斯堅毅Ⅴ,
item_name_621066,帕尔斯坚毅Ⅵ,帕尔斯坚毅Ⅵ,Parthen Perseverance VI,不屈のパルスⅥ,帕爾斯堅毅Ⅵ,
item_name_622031,萨拉的审判Ⅰ,萨拉的审判Ⅰ,Sarah's Judgment I,サラの審判Ⅰ,薩拉的審判Ⅰ,
item_name_622032,萨拉的审判Ⅱ,萨拉的审判Ⅱ,Sarah's Judgment II,サラの審判Ⅱ,薩拉的審判Ⅱ,
item_name_622033,萨拉的审判Ⅲ,萨拉的审判Ⅲ,Sarah's Judgment III,サラの審判Ⅲ,薩拉的審判Ⅲ,
item_name_622034,萨拉的审判Ⅳ,萨拉的审判Ⅳ,Sarah's Judgment IV,サラの審判Ⅳ,薩拉的審判Ⅳ,
item_name_622035,萨拉的审判Ⅴ,萨拉的审判Ⅴ,Sarah's Judgment V,サラの審判Ⅴ,薩拉的審判Ⅴ,
item_name_622036,萨拉的审判Ⅵ,萨拉的审判Ⅵ,Sarah's Judgment VI,サラの審判Ⅵ,薩拉的審判Ⅵ,
item_name_622061,帕尔斯坚毅Ⅰ,帕尔斯坚毅Ⅰ,Parthen Perseverance I,不屈のパルスⅠ,帕爾斯堅毅Ⅰ,
item_name_622062,帕尔斯坚毅Ⅱ,帕尔斯坚毅Ⅱ,Parthen Perseverance II,不屈のパルスⅡ,帕爾斯堅毅Ⅱ,
item_name_622063,帕尔斯坚毅Ⅲ,帕尔斯坚毅Ⅲ,Parthen Perseverance III,不屈のパルスⅢ,帕爾斯堅毅Ⅲ,
item_name_622064,帕尔斯坚毅Ⅳ,帕尔斯坚毅Ⅳ,Parthen Perseverance IV,不屈のパルスⅣ,帕爾斯堅毅Ⅳ,
item_name_622065,帕尔斯坚毅Ⅴ,帕尔斯坚毅Ⅴ,Parthen Perseverance V,不屈のパルスⅤ,帕爾斯堅毅Ⅴ,
item_name_622066,帕尔斯坚毅Ⅵ,帕尔斯坚毅Ⅵ,Parthen Perseverance VI,不屈のパルスⅥ,帕爾斯堅毅Ⅵ,
item_name_623031,萨拉的审判Ⅰ,萨拉的审判Ⅰ,Sarah's Judgment I,サラの審判Ⅰ,薩拉的審判Ⅰ,
item_name_623032,萨拉的审判Ⅱ,萨拉的审判Ⅱ,Sarah's Judgment II,サラの審判Ⅱ,薩拉的審判Ⅱ,
item_name_623033,萨拉的审判Ⅲ,萨拉的审判Ⅲ,Sarah's Judgment III,サラの審判Ⅲ,薩拉的審判Ⅲ,
item_name_623034,萨拉的审判Ⅳ,萨拉的审判Ⅳ,Sarah's Judgment IV,サラの審判Ⅳ,薩拉的審判Ⅳ,
item_name_623035,萨拉的审判Ⅴ,萨拉的审判Ⅴ,Sarah's Judgment V,サラの審判Ⅴ,薩拉的審判Ⅴ,
item_name_623036,萨拉的审判Ⅵ,萨拉的审判Ⅵ,Sarah's Judgment VI,サラの審判Ⅵ,薩拉的審判Ⅵ,
item_name_623061,帕尔斯坚毅Ⅰ,帕尔斯坚毅Ⅰ,Parthen Perseverance I,不屈のパルスⅠ,帕爾斯堅毅Ⅰ,
item_name_623062,帕尔斯坚毅Ⅱ,帕尔斯坚毅Ⅱ,Parthen Perseverance II,不屈のパルスⅡ,帕爾斯堅毅Ⅱ,
item_name_623063,帕尔斯坚毅Ⅲ,帕尔斯坚毅Ⅲ,Parthen Perseverance III,不屈のパルスⅢ,帕爾斯堅毅Ⅲ,
item_name_623064,帕尔斯坚毅Ⅳ,帕尔斯坚毅Ⅳ,Parthen Perseverance IV,不屈のパルスⅣ,帕爾斯堅毅Ⅳ,
item_name_623065,帕尔斯坚毅Ⅴ,帕尔斯坚毅Ⅴ,Parthen Perseverance V,不屈のパルスⅤ,帕爾斯堅毅Ⅴ,
item_name_623066,帕尔斯坚毅Ⅵ,帕尔斯坚毅Ⅵ,Parthen Perseverance VI,不屈のパルスⅥ,帕爾斯堅毅Ⅵ,
item_name_632021,西努之盾Ⅰ,西努之盾Ⅰ,Shield of Zinew I,セーヌの盾Ⅰ,西努之盾Ⅰ,
item_name_632022,西努之盾Ⅱ,西努之盾Ⅱ,Shield of Zinew II,セーヌの盾Ⅱ,西努之盾Ⅱ,
item_name_632023,西努之盾Ⅲ,西努之盾Ⅲ,Shield of Zinew III,セーヌの盾Ⅲ,西努之盾Ⅲ,
item_name_632024,西努之盾Ⅳ,西努之盾Ⅳ,Shield of Zinew IV,セーヌの盾Ⅳ,西努之盾Ⅳ,
item_name_632025,西努之盾Ⅴ,西努之盾Ⅴ,Shield of Zinew V,セーヌの盾Ⅴ,西努之盾Ⅴ,
item_name_632026,西努之盾Ⅵ,西努之盾Ⅵ,Shield of Zinew VI,セーヌの盾Ⅵ,西努之盾Ⅵ,
item_name_632031,漆黑之心Ⅰ,漆黑之心Ⅰ,Heart of Blackness I,漆黒の心Ⅰ,漆黑之心Ⅰ,
item_name_632032,漆黑之心Ⅱ,漆黑之心Ⅱ,Heart of Blackness II,漆黒の心Ⅱ,漆黑之心Ⅱ,
item_name_632033,漆黑之心Ⅲ,漆黑之心Ⅲ,Heart of Blackness III,漆黒の心Ⅲ,漆黑之心Ⅲ,
item_name_632034,漆黑之心Ⅳ,漆黑之心Ⅳ,Heart of Blackness IV,漆黒の心Ⅳ,漆黑之心Ⅳ,
item_name_632035,漆黑之心Ⅴ,漆黑之心Ⅴ,Heart of Blackness V,漆黒の心Ⅴ,漆黑之心Ⅴ,
item_name_632036,漆黑之心Ⅵ,漆黑之心Ⅵ,Heart of Blackness VI,漆黒の心Ⅵ,漆黑之心Ⅵ,
item_name_633021,西努之盾Ⅰ,西努之盾Ⅰ,Shield of Zinew I,セーヌの盾Ⅰ,西努之盾Ⅰ,
item_name_633022,西努之盾Ⅱ,西努之盾Ⅱ,Shield of Zinew II,セーヌの盾Ⅱ,西努之盾Ⅱ,
item_name_633023,西努之盾Ⅲ,西努之盾Ⅲ,Shield of Zinew III,セーヌの盾Ⅲ,西努之盾Ⅲ,
item_name_633024,西努之盾Ⅳ,西努之盾Ⅳ,Shield of Zinew IV,セーヌの盾Ⅳ,西努之盾Ⅳ,
item_name_633025,西努之盾Ⅴ,西努之盾Ⅴ,Shield of Zinew V,セーヌの盾Ⅴ,西努之盾Ⅴ,
item_name_633026,西努之盾Ⅵ,西努之盾Ⅵ,Shield of Zinew VI,セーヌの盾Ⅵ,西努之盾Ⅵ,
item_name_633031,漆黑之心Ⅰ,漆黑之心Ⅰ,Heart of Blackness I,漆黒の心Ⅰ,漆黑之心Ⅰ,
item_name_633032,漆黑之心Ⅱ,漆黑之心Ⅱ,Heart of Blackness II,漆黒の心Ⅱ,漆黑之心Ⅱ,
item_name_633033,漆黑之心Ⅲ,漆黑之心Ⅲ,Heart of Blackness III,漆黒の心Ⅲ,漆黑之心Ⅲ,
item_name_633034,漆黑之心Ⅳ,漆黑之心Ⅳ,Heart of Blackness IV,漆黒の心Ⅳ,漆黑之心Ⅳ,
item_name_633035,漆黑之心Ⅴ,漆黑之心Ⅴ,Heart of Blackness V,漆黒の心Ⅴ,漆黑之心Ⅴ,
item_name_633036,漆黑之心Ⅵ,漆黑之心Ⅵ,Heart of Blackness VI,漆黒の心Ⅵ,漆黑之心Ⅵ,
item_name_631021,西努之盾Ⅰ,西努之盾Ⅰ,Shield of Zinew I,セーヌの盾Ⅰ,西努之盾Ⅰ,
item_name_631022,西努之盾Ⅱ,西努之盾Ⅱ,Shield of Zinew II,セーヌの盾Ⅱ,西努之盾Ⅱ,
item_name_631023,西努之盾Ⅲ,西努之盾Ⅲ,Shield of Zinew III,セーヌの盾Ⅲ,西努之盾Ⅲ,
item_name_631024,西努之盾Ⅳ,西努之盾Ⅳ,Shield of Zinew IV,セーヌの盾Ⅳ,西努之盾Ⅳ,
item_name_631025,西努之盾Ⅴ,西努之盾Ⅴ,Shield of Zinew V,セーヌの盾Ⅴ,西努之盾Ⅴ,
item_name_631026,西努之盾Ⅵ,西努之盾Ⅵ,Shield of Zinew VI,セーヌの盾Ⅵ,西努之盾Ⅵ,
item_name_631031,漆黑之心Ⅰ,漆黑之心Ⅰ,Heart of Blackness I,漆黒の心Ⅰ,漆黑之心Ⅰ,
item_name_631032,漆黑之心Ⅱ,漆黑之心Ⅱ,Heart of Blackness II,漆黒の心Ⅱ,漆黑之心Ⅱ,
item_name_631033,漆黑之心Ⅲ,漆黑之心Ⅲ,Heart of Blackness III,漆黒の心Ⅲ,漆黑之心Ⅲ,
item_name_631034,漆黑之心Ⅳ,漆黑之心Ⅳ,Heart of Blackness IV,漆黒の心Ⅳ,漆黑之心Ⅳ,
item_name_631035,漆黑之心Ⅴ,漆黑之心Ⅴ,Heart of Blackness V,漆黒の心Ⅴ,漆黑之心Ⅴ,
item_name_631036,漆黑之心Ⅵ,漆黑之心Ⅵ,Heart of Blackness VI,漆黒の心Ⅵ,漆黑之心Ⅵ,
item_name_1190001,天界光辉,天界光辉,Heavenly Radiance,天の光,天界光輝,
item_name_1190002,上古之战,上古之战,Ancient War,太古の戦,上古之戰,
item_name_1190003,战争传奇,战争传奇,War Legend,伝説の戦,戰爭傳奇,
item_name_1190004,努海尔航行,努海尔航行,Nuheillu Voyage,ヌーハ航行,努海爾航行,
item_name_1190005,萨拉的审判,萨拉的审判,Sarah's Judgment,サラの審判,薩拉的審判,
item_name_1190006,帕尔斯坚毅,帕尔斯坚毅,Parthen Perseverance,不屈のパルス,帕爾斯堅毅,
item_name_1190007,西努之盾,西努之盾,Shield of Zinew,セーヌの盾,西努之盾,
item_name_1190008,漆黑之心,漆黑之心,Heart of Blackness,漆黒の心,漆黑之心,
item_name_1190011,天界光辉,天界光辉,Heavenly Radiance,天の光,天界光輝,
item_name_1190012,上古之战,上古之战,Ancient War,太古の戦,上古之戰,
item_name_1190013,战争传奇,战争传奇,War Legend,伝説の戦,戰爭傳奇,
item_name_1190014,努海尔航行,努海尔航行,Nuheillu Voyage,ヌーハ航行,努海爾航行,
item_name_1190015,萨拉的审判,萨拉的审判,Sarah's Judgment,サラの審判,薩拉的審判,
item_name_1190016,帕尔斯坚毅,帕尔斯坚毅,Parthen Perseverance,不屈のパルス,帕爾斯堅毅,
item_name_1190017,西努之盾,西努之盾,Shield of Zinew,セーヌの盾,西努之盾,
item_name_1190018,漆黑之心,漆黑之心,Heart of Blackness,漆黒の心,漆黑之心,
item_name_1190021,天界光辉,天界光辉,Heavenly Radiance,天の光,天界光輝,
item_name_1190022,上古之战,上古之战,Ancient War,太古の戦,上古之戰,
item_name_1190023,战争传奇,战争传奇,War Legend,伝説の戦,戰爭傳奇,
item_name_1190024,努海尔航行,努海尔航行,Nuheillu Voyage,ヌーハ航行,努海爾航行,
item_name_1190025,萨拉的审判,萨拉的审判,Sarah's Judgment,サラの審判,薩拉的審判,
item_name_1190026,帕尔斯坚毅,帕尔斯坚毅,Parthen Perseverance,不屈のパルス,帕爾斯堅毅,
item_name_1190027,西努之盾,西努之盾,Shield of Zinew,セーヌの盾,西努之盾,
item_name_1190028,漆黑之心,漆黑之心,Heart of Blackness,漆黒の心,漆黑之心,
item_name_10101,纪闻经验,纪闻经验,Chronicle EXP,パス経験値,紀聞經驗,
item_name_10102,群星的邀请,群星的邀请,Invitation of the Galaxy,ロンヤル招待状,群星的邀請,
item_name_999998,唤物储蓄激活道具,唤物储蓄激活道具,Weapon Summon Storage Activation Item,武器召喚貯蓄アクティブアイテム,喚物儲蓄啟動道具,
item_name_999999,成长基金激活道具,成长基金激活道具,Growth Fund Activation Item,プレイヤー成長報酬アクティブアイテム,成長基金啟動道具,
item_name_8001,爷们儿要战斗.I,爷们儿要战斗.I,War Mania I,やる気満々.I,爺們兒要戰鬥.I,
item_name_8002,爷们儿要战斗.II,爷们儿要战斗.II,War Mania II,やる気満々.II,爺們兒要戰鬥.II,
item_name_8003,爷们儿要战斗.III,爷们儿要战斗.III,War Mania III,やる気満々.III,爺們兒要戰鬥.III,
item_name_8004,爷们儿要胜利.I,爷们儿要胜利.I,Ever-victorious Warrior I,満ち足りた勝利.I,爺們兒要勝利.I,
item_name_8005,爷们儿要胜利.II,爷们儿要胜利.II,Ever-victorious Warrior II,満ち足りた勝利.II,爺們兒要勝利.II,
item_name_8006,爷们儿要胜利.III,爷们儿要胜利.III,Ever-victorious Warrior III,満ち足りた勝利.III,爺們兒要勝利.III,
item_name_8007,全员都在卷.I,全员都在卷.I,Rat Race I,巻き巻きタイム.I,全員都在卷.I,
item_name_8008,全员都在卷.II,全员都在卷.II,Rat Race II,巻き巻きタイム.II,全員都在卷.II,
item_name_8009,全员都在卷.III,全员都在卷.III,Rat Race III,巻き巻きタイム.III,全員都在卷.III,
item_name_8010,放开我我还能干.I,放开我我还能干.I,Undying Passion I,私はまだやれる.I,放開我我還能幹.I,
item_name_8011,放开我我还能干.II,放开我我还能干.II,Undying Passion II,私はまだやれる.II,放開我我還能幹.II,
item_name_8012,放开我我还能干.III,放开我我还能干.III,Undying Passion III,私はまだやれる.III,放開我我還能幹.III,
item_name_8013,谁先怂谁下班!.I,谁先怂谁下班!.I,Evermore Courage I,早い者勝ち.I,誰先慫誰下班!.I,
item_name_8014,谁先怂谁下班!.II,谁先怂谁下班!.II,Evermore Courage II,早い者勝ち.II,誰先慫誰下班!.II,
item_name_8015,谁先怂谁下班!.III,谁先怂谁下班!.III,Evermore Courage III,早い者勝ち.III,誰先慫誰下班!.III,
item_name_8016,克萝萝大冒险!.Ⅰ,克萝萝大冒险!.Ⅰ,Kuroro's Adventure I,クロロの大冒険!.Ⅰ,克蘿蘿大冒險!.Ⅰ,
item_name_8017,克萝萝大冒险!.Ⅱ,克萝萝大冒险!.Ⅱ,Kuroro's Adventure II,クロロの大冒険!.Ⅱ,克蘿蘿大冒險!.Ⅱ,
item_name_8018,克萝萝大冒险!.Ⅲ,克萝萝大冒险!.Ⅲ,Kuroro's Adventure III,クロロの大冒険!.Ⅲ,克蘿蘿大冒險!.Ⅲ,
item_name_8019,克萝萝大冒险!.Ⅳ,克萝萝大冒险!.Ⅳ,Kuroro's Adventure Ⅳ,クロロの大冒険!.Ⅳ,克蘿蘿大冒險!.Ⅳ,
item_name_8020,克萝萝大冒险!.Ⅴ,克萝萝大冒险!.Ⅴ,Kuroro's Adventure V,クロロの大冒険!.Ⅴ,克蘿蘿大冒險!.Ⅴ,
item_name_8021,克萝萝大冒险!.Ⅵ,克萝萝大冒险!.Ⅵ,Kuroro's Adventure VI,クロロの大冒険!.Ⅵ,克蘿蘿大冒險!.Ⅵ,
item_name_8022,我要上班!.Ⅰ,我要上班!.Ⅰ,Off to Work I,出勤出勤～！!.Ⅰ,我要上班!.Ⅰ,
item_name_8023,我要上班!.Ⅱ,我要上班!.Ⅱ,Off to Work II,出勤出勤～！!.Ⅱ,我要上班!.Ⅱ,
item_name_8024,我要上班!.Ⅲ,我要上班!.Ⅲ,Off to Work III,出勤出勤～！!.Ⅲ,我要上班!.Ⅲ,
item_name_8025,我要上班!.Ⅳ,我要上班!.Ⅳ,Off to Work Ⅳ,出勤出勤～！!.Ⅳ,我要上班!.Ⅳ,
item_name_8026,我是魔女,我是魔女,I Am a Nova,私が魔女だ,我是魔女,
item_name_8027,星痕大家族.Ⅰ,星痕大家族.Ⅰ,Family of Asters I,ゴスペル大家族！.I,星痕大家族.Ⅰ,
item_name_8028,神子大家族.Ⅰ,神子大家族.Ⅰ,Family of Divinitas I,神子大家族！.I,神子大家族.Ⅰ,
item_name_8029,旋转吧，骰子!.Ⅰ,旋转吧，骰子!.Ⅰ,Spin the Dice I,サイコロ大回転！.I,旋轉吧，骰子!.Ⅰ,
item_name_8030,高级魔女.Ⅰ,高级魔女.Ⅰ,ArchNovas I,リッチウィッチ.I,高級魔女.Ⅰ,
item_name_8031,升级!.Ⅰ,升级!.Ⅰ,Upgrade I,レベルア~~ップ！.I,升級!.Ⅰ,
item_name_8032,突破极限!.Ⅰ,突破极限!.Ⅰ,Breakthrough I,限界を超える!.Ⅰ,突破極限!.Ⅰ,
item_name_8033,燕子，你要开心!.Ⅰ,燕子，你要开心!.Ⅰ,"Cheer Up, Swallow I",ハッピーが大事!.Ⅰ,燕子，你要開心!.Ⅰ,
item_name_8034,来个小目标!.Ⅰ,来个小目标!.Ⅰ,A Modest Goal I,一歩ずつ確実に.Ⅰ,來個小目標!.Ⅰ,
item_name_8035,不要停下!.Ⅰ,不要停下!.Ⅰ,Unstoppable I,ノンストップだ!.Ⅰ,不要停下!.Ⅰ,
item_name_8036,通关普通关卡1-3,通关普通关卡1-3,Clear Main Arc 1-3 (Easy),難易度「低」の1-3をクリアする,通關普通關卡1-3,
item_name_8037,我变强了!.Ⅰ,我变强了!.Ⅰ,Stronger I,強くなったぞ!.Ⅰ,我變強了!.Ⅰ,
item_name_8049,勤奋的打工人.I,勤奋的打工人.I,Busy Bee I,働き者.I,勤奮的打工人.I,
